name,category,subcategory,grade,standard,density,tensile_strength_min,tensile_strength_max,yield_strength_min,yield_strength_max,elongation,hardness,elastic_modulus,thermal_conductivity,specific_heat,melting_point_min,melting_point_max,max_service_temp,cost_per_kg_min,cost_per_kg_max,cost_currency,applications,equivalent_grades,composition,description,source_name,is_verified
TPU Shore 85A,Polymer,Elastomer,Shore 85A,-,1.1,55,82,13,27,195.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 86A,Polymer,Elastomer,Shore 86A,-,1.1,56,84,14,28,192.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 87A,Polymer,Elastomer,Shore 87A,-,1.1,57,85,14,28,189.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 88A,Polymer,Elastomer,Shore 88A,-,1.1,58,87,14,29,186.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 89A,Polymer,Elastomer,Shore 89A,-,1.1,59,88,14,29,183.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 90A,Polymer,Elastomer,Shore 90A,-,1.1,60,90,15,30,180.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 91A,Polymer,Elastomer,Shore 91A,-,1.1,61,91,15,30,177.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 92A,Polymer,Elastomer,Shore 92A,-,1.1,62,93,15,31,174.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 93A,Polymer,Elastomer,Shore 93A,-,1.1,63,94,15,31,171.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 94A,Polymer,Elastomer,Shore 94A,-,1.1,64,96,16,32,168.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 95A,Polymer,Elastomer,Shore 95A,-,1.1,65,97,16,32,165.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 96A,Polymer,Elastomer,Shore 96A,-,1.1,66,99,16,33,162.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 97A,Polymer,Elastomer,Shore 97A,-,1.1,67,100,16,33,159.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 98A,Polymer,Elastomer,Shore 98A,-,1.1,68,102,17,34,156.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
TPU Shore 99A,Polymer,Elastomer,Shore 99A,-,1.1,69,103,17,34,153.0,-,0.05,0.2,1800,150,180,80,400,800,INR,Engineering applications,-,-,Standard Elastomer variant.,ISO 10350,True
AISI 1045 Variant 0,Metal,Carbon Steel,Variant 0,-,7.85,400,450,250,300,20.0,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 1,Metal,Carbon Steel,Variant 1,-,7.85,412,463,260,312,19.7,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 2,Metal,Carbon Steel,Variant 2,-,7.85,424,477,270,324,19.4,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 3,Metal,Carbon Steel,Variant 3,-,7.85,436,490,280,336,19.1,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 4,Metal,Carbon Steel,Variant 4,-,7.85,448,504,290,348,18.8,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 5,Metal,Carbon Steel,Variant 5,-,7.85,459,517,300,360,18.5,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 6,Metal,Carbon Steel,Variant 6,-,7.85,472,531,310,372,18.2,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 7,Metal,Carbon Steel,Variant 7,-,7.85,484,544,320,384,17.9,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 8,Metal,Carbon Steel,Variant 8,-,7.85,496,558,330,396,17.6,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 9,Metal,Carbon Steel,Variant 9,-,7.85,508,571,339,407,17.3,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 10,Metal,Carbon Steel,Variant 10,-,7.85,520,585,350,420,17.0,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 11,Metal,Carbon Steel,Variant 11,-,7.85,532,598,360,432,16.7,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 12,Metal,Carbon Steel,Variant 12,-,7.85,544,612,370,444,16.4,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 13,Metal,Carbon Steel,Variant 13,-,7.85,556,625,380,456,16.1,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 14,Metal,Carbon Steel,Variant 14,-,7.85,568,639,390,468,15.8,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 15,Metal,Carbon Steel,Variant 15,-,7.85,580,652,400,480,15.5,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 16,Metal,Carbon Steel,Variant 16,-,7.85,592,666,410,492,15.2,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 17,Metal,Carbon Steel,Variant 17,-,7.85,604,679,420,504,14.9,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 18,Metal,Carbon Steel,Variant 18,-,7.85,616,693,430,516,14.6,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 19,Metal,Carbon Steel,Variant 19,-,7.85,627,706,440,528,14.3,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 20,Metal,Carbon Steel,Variant 20,-,7.85,640,720,450,540,14.0,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 21,Metal,Carbon Steel,Variant 21,-,7.85,652,733,459,552,13.7,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 22,Metal,Carbon Steel,Variant 22,-,7.85,664,747,470,564,13.4,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 23,Metal,Carbon Steel,Variant 23,-,7.85,676,760,480,576,13.1,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 24,Metal,Carbon Steel,Variant 24,-,7.85,688,774,490,588,12.8,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 25,Metal,Carbon Steel,Variant 25,-,7.85,700,787,500,600,12.5,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 26,Metal,Carbon Steel,Variant 26,-,7.85,712,801,510,612,12.2,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 27,Metal,Carbon Steel,Variant 27,-,7.85,724,814,520,624,11.9,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 28,Metal,Carbon Steel,Variant 28,-,7.85,736,827,530,636,11.6,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 29,Metal,Carbon Steel,Variant 29,-,7.85,748,841,540,648,11.3,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 30,Metal,Carbon Steel,Variant 30,-,7.85,760,855,550,660,11.0,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 31,Metal,Carbon Steel,Variant 31,-,7.85,772,868,560,672,10.7,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 32,Metal,Carbon Steel,Variant 32,-,7.85,784,882,570,684,10.4,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 33,Metal,Carbon Steel,Variant 33,-,7.85,796,895,580,696,10.1,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 34,Metal,Carbon Steel,Variant 34,-,7.85,808,909,590,708,9.8,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 35,Metal,Carbon Steel,Variant 35,-,7.85,819,922,600,720,9.5,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 36,Metal,Carbon Steel,Variant 36,-,7.85,832,936,610,732,9.2,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 37,Metal,Carbon Steel,Variant 37,-,7.85,844,949,620,744,8.9,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 38,Metal,Carbon Steel,Variant 38,-,7.85,855,962,630,756,8.6,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 39,Metal,Carbon Steel,Variant 39,-,7.85,868,976,640,768,8.3,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 40,Metal,Carbon Steel,Variant 40,-,7.85,880,990,650,780,8.0,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 41,Metal,Carbon Steel,Variant 41,-,7.85,892,1003,660,792,7.7,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 42,Metal,Carbon Steel,Variant 42,-,7.85,903,1016,669,803,7.4,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 43,Metal,Carbon Steel,Variant 43,-,7.85,916,1030,679,815,7.1,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 44,Metal,Carbon Steel,Variant 44,-,7.85,927,1044,690,827,6.8,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 45,Metal,Carbon Steel,Variant 45,-,7.85,939,1057,700,840,6.5,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 46,Metal,Carbon Steel,Variant 46,-,7.85,952,1071,710,852,6.2,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 47,Metal,Carbon Steel,Variant 47,-,7.85,964,1084,720,864,5.9,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 48,Metal,Carbon Steel,Variant 48,-,7.85,976,1098,730,876,5.6,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
AISI 1045 Variant 49,Metal,Carbon Steel,Variant 49,-,7.85,987,1111,740,888,5.3,-,200,50,480,1420,1500,400,60,100,INR,Engineering applications,-,-,Standard Carbon Steel variant.,ASTM A29,True
